Source,Target,Weight,Type
Schalke 04,1. FC Union Berlin,1,Directed
Schalke 04,1.FC Heidenheim,1,Directed
Schalke 04,1.FSV Mainz 05,1,Directed
Schalke 04,AZ Alkmaar,1,Directed
Schalke 04,Ajax,1,Directed
Schalke 04,Arminia Bielefeld,1,Directed
Schalke 04,Besiktas JK,1,Directed
Schalke 04,Club Brugge,1,Directed
Schalke 04,Dynamo Dresden,1,Directed
Schalke 04,Everton,1,Directed
Schalke 04,FC Augsburg,1,Directed
Schalke 04,FC Lorient,1,Directed
Schalke 04,Fortuna Düsseldorf,1,Directed
Schalke 04,Jong KAA Gent,1,Directed
Schalke 04,Liverpool FC,1,Directed
Schalke 04,Montpellier HSC,1,Directed
Schalke 04,RB Leipzig,1,Directed
Schalke 04,RB Salzburg,1,Directed
Schalke 04,RW Oberhausen,1,Directed
Schalke 04,Rapid Vienna,1,Directed
Schalke 04,Royal Antwerp,1,Directed
Schalke 04,SC Paderborn,1,Directed
Schalke 04,Sampdoria,1,Directed
Schalke 04,Stade Brestois 29,1,Directed
Schalke 04,VfB Stuttgart,1,Directed
Schalke 04,VfL Bochum,1,Directed
Schalke 04,VfL Wolfsburg,1,Directed
Sevilla FC,AS Monaco,1,Directed
Sevilla FC,AZ Alkmaar,1,Directed
Sevilla FC,Ajax,1,Directed
Sevilla FC,Atalanta BC,1,Directed
Sevilla FC,Bayern Munich,1,Directed
Sevilla FC,Borussia Dortmund,1,Directed
Sevilla FC,CD Leganés,1,Directed
Sevilla FC,FC Barcelona,1,Directed
Sevilla FC,FC Nantes,1,Directed
Sevilla FC,GZ Evergrande,1,Directed
Sevilla FC,Girondins de Bordeaux,1,Directed
Sevilla FC,Hertha BSC,1,Directed
Sevilla FC,OGC Nice,1,Directed
Sevilla FC,PSV Eindhoven,1,Directed
Sevilla FC,RB Salzburg,1,Directed
Sevilla FC,Real Sociedad,1,Directed
Sevilla FC,River Plate,1,Directed
Sevilla FC,San Lorenzo,1,Directed
Sevilla FC,Sporting CP,1,Directed
Sevilla FC,Stade Rennais FC,1,Directed
Sevilla FC,UD Almería,1,Directed
Sevilla FC,Werder Bremen,1,Directed
Sevilla FC,West Ham United,1,Directed
Sevilla FC,Wolverhampton Wanderers,1,Directed
Sheffield United,AS Roma,1,Directed
Sheffield United,Aston Villa,1,Directed
Sheffield United,Bayer 04 Leverkusen,1,Directed
Sheffield United,Brentford,1,Directed
Sheffield United,CC Yatai,1,Directed
Sheffield United,Chelsea FC,1,Directed
Sheffield United,Grimsby Town,1,Directed
Sheffield United,KRC Genk,1,Directed
Sheffield United,KV Mechelen,1,Directed
Sheffield United,Liverpool FC,1,Directed
Sheffield United,Malmö FF,1,Directed
Sheffield United,Newcastle United,1,Directed
Sheffield United,Preston North End,1,Directed
Sheffield United,Queens Park Rangers,1,Directed
Sheffield United,Rangers,1,Directed
Sheffield United,Rubin Kazan,1,Directed
Sheffield United,Sarpsborg 08,1,Directed
Sheffield United,Stoke City,1,Directed
Sheffield United,Swansea City,1,Directed
Sheffield United,West Bromwich Albion,1,Directed
Sheffield United,Wolverhampton Wanderers,1,Directed
Sheffield United,Östersund,1,Directed
Sheffield Wednesday,Arminia Bielefeld,1,Directed
Sheffield Wednesday,Brentford,1,Directed
Sheffield Wednesday,Chelsea FC,1,Directed
Sheffield Wednesday,Crystal Palace,1,Directed
Sheffield Wednesday,Derby County,1,Directed
Sheffield Wednesday,Fleetwood,1,Directed
Sheffield Wednesday,Hamburger SV,1,Directed
Sheffield Wednesday,Huddersfield Town,1,Directed
Sheffield Wednesday,Newcastle United,1,Directed
Sheffield Wednesday,Pafos FC,1,Directed
Sheffield Wednesday,Parma Calcio,1,Directed
Sheffield Wednesday,Queens Park Rangers,1,Directed
Sivasspor,Adiyaman FK,1,Directed
Sivasspor,Akhisarspor,1,Directed
Sivasspor,Al-Nasr SC,1,Directed
Sivasspor,Al-Qadsiah FC,1,Directed
Sivasspor,Angers SCO,1,Directed
Sivasspor,Basaksehir,1,Directed
Sivasspor,Besiktas JK,1,Directed
Sivasspor,Bursaspor,1,Directed
Sivasspor,Dijon FCO,1,Directed
Sivasspor,Dynamo Kyiv,1,Directed
Sivasspor,Dynamo Moscow,1,Directed
Sivasspor,ESTAC Troyes,1,Directed
Sivasspor,FC Porto,1,Directed
Sivasspor,Genclerbirligi,1,Directed
Sivasspor,Getafe,1,Directed
Sivasspor,Girona FC,1,Directed
Sivasspor,KVC Westerlo,1,Directed
Sivasspor,Kasimpasa,1,Directed
Sivasspor,Malatyaspor,1,Directed
Sivasspor,Montpellier HSC,1,Directed
Sivasspor,New England,1,Directed
Sivasspor,Panathinaikos,1,Directed
Sivasspor,Partizan,1,Directed
Sivasspor,Piast Gliwice,1,Directed
Sivasspor,QD FC,1,Directed
Sivasspor,Radomiak,1,Directed
Sivasspor,SC Paderborn,1,Directed
Sivasspor,Sancaktepe FK,1,Directed
Sivasspor,Shakhtar D.,1,Directed
Sivasspor,Sporting Gijón,1,Directed
Sivasspor,Tigres UANL,1,Directed
Sivasspor,Toulouse,1,Directed
Sivasspor,Trabzonspor,1,Directed
Sochi,Basaksehir,1,Directed
Sochi,FC Botosani,1,Directed
Sochi,FC Metz,1,Directed
Sochi,Fenerbahce,1,Directed
Sochi,Gil Vicente FC,1,Directed
Sochi,Lokomotiv Moscow,1,Directed
Sochi,Miedz Legnica,1,Directed
Sochi,Mordovia,1,Directed
Sochi,NK Bravo,1,Directed
Sochi,Pr. Niederkorn,1,Directed
Sochi,Pyunik Yerevan,1,Directed
Sochi,RB Bragantino,1,Directed
Sochi,Rapid Vienna,1,Directed
Sochi,Spartak Moscow,1,Directed
Sochi,Standard Liège,1,Directed
Sochi,Stoke City,1,Directed
Sochi,Tyumen,1,Directed
Southampton FC,Altay SK,1,Directed
Southampton FC,Arsenal,1,Directed
Southampton FC,Birmingham City,1,Directed
Southampton FC,Blackburn Rovers,1,Directed
Southampton FC,Dinamo Zagreb,1,Directed
Southampton FC,FC Augsburg,1,Directed
Southampton FC,Girondins de Bordeaux,1,Directed
Southampton FC,KRC Genk,1,Directed
Southampton FC,Luton Town,1,Directed
Southampton FC,Olympique Marseille,1,Directed
Southampton FC,Racing Club,1,Directed
Southampton FC,Rangers,1,Directed
Southampton FC,Real Valladolid,1,Directed
Southampton FC,Stade Rennais FC,1,Directed
Southampton FC,Standard Liège,1,Directed
Southampton FC,Torino FC,1,Directed
Southampton FC,VfL Bochum,1,Directed
SpVgg Greuther Fürth,1. FC Union Berlin,1,Directed
SpVgg Greuther Fürth,Arminia Bielefeld,1,Directed
SpVgg Greuther Fürth,Bayern Munich,1,Directed
SpVgg Greuther Fürth,Borussia Dortmund,1,Directed
SpVgg Greuther Fürth,Eintracht Frankfurt,1,Directed
SpVgg Greuther Fürth,FC Basel,1,Directed
SpVgg Greuther Fürth,Hertha BSC,1,Directed
SpVgg Greuther Fürth,Molde,1,Directed
SpVgg Greuther Fürth,PSV Eindhoven,1,Directed
SpVgg Greuther Fürth,Rangers,1,Directed
SpVgg Greuther Fürth,TSG 1899 Hoffenheim,1,Directed
SpVgg Greuther Fürth,Waldh. Mannheim,1,Directed
Sparta Rotterdam,AZ Alkmaar,1,Directed
Sparta Rotterdam,Ajax,1,Directed
Sparta Rotterdam,Al-Kharaitiyat,1,Directed
Sparta Rotterdam,FC Dordrecht,1,Directed
Sparta Rotterdam,FC Eindhoven,1,Directed
Sparta Rotterdam,FC Emmen,1,Directed
Sparta Rotterdam,FC Volendam,1,Directed
Sparta Rotterdam,Feyenoord Rotterdam,1,Directed
Sparta Rotterdam,Fortuna Sittard,1,Directed
Sparta Rotterdam,Gornik Leczna,1,Directed
Sparta Rotterdam,H. Beer Sheva,1,Directed
Sparta Rotterdam,Hibernian FC,1,Directed
Sparta Rotterdam,NAC Breda,1,Directed
Sparta Rotterdam,Noordwijk,1,Directed
Sparta Rotterdam,OFI Crete FC,1,Directed
Sparta Rotterdam,Olympiacos,1,Directed
Sparta Rotterdam,PEC Zwolle,1,Directed
Sparta Rotterdam,PSV Eindhoven,1,Directed
Sparta Rotterdam,SS Lazio,1,Directed
Sparta Rotterdam,SV Sandhausen,1,Directed
Sparta Rotterdam,Slo. Bratislava,1,Directed
Sparta Rotterdam,Standard Liège,1,Directed
Sparta Rotterdam,TOP Oss,1,Directed
Sparta Rotterdam,Telstar,1,Directed
Sparta Rotterdam,VVV-Venlo,1,Directed
Sparta Rotterdam,Vitesse,1,Directed
Sparta Rotterdam,Watford,1,Directed
Spartak Moscow,AS Roma,1,Directed
Spartak Moscow,AZ Alkmaar,1,Directed
Spartak Moscow,Ajax,1,Directed
Spartak Moscow,Alanyaspor,1,Directed
Spartak Moscow,Arsenal Tula,1,Directed
Spartak Moscow,Borussia Dortmund,1,Directed
Spartak Moscow,Cagliari,1,Directed
Spartak Moscow,Cerro Porteño,1,Directed
Spartak Moscow,Fakel Voronezh,1,Directed
Spartak Moscow,Lokomotiv Moscow,1,Directed
Spartak Moscow,Norrköping,1,Directed
Spartak Moscow,Olympique Marseille,1,Directed
Spartak Moscow,PSV Eindhoven,1,Directed
Spartak Moscow,RSC Charleroi,1,Directed
Spartak Moscow,Rostov,1,Directed
Spartak Moscow,SL Benfica,1,Directed
Spartak Moscow,Sint-Truiden,1,Directed
Spartak Moscow,Slavia Prague,1,Directed
Spartak Moscow,Ufa,1,Directed
Spartak Moscow,WSG Tirol,1,Directed
Spartak Moscow,Zenit Saint Petersburg,1,Directed
Spezia Calcio,AS Roma,1,Directed
Spezia Calcio,Arezzo,1,Directed
Spezia Calcio,Chelsea FC,1,Directed
Spezia Calcio,Estudiantes,1,Directed
Spezia Calcio,FC Barcelona,1,Directed
Spezia Calcio,Hajduk Split,1,Directed
Spezia Calcio,Hammarby,1,Directed
Spezia Calcio,Inter Milan,1,Directed
Spezia Calcio,Lyngby BK,1,Directed
Spezia Calcio,MSK Zilina,1,Directed
Spezia Calcio,NS Mura,1,Directed
Spezia Calcio,Orlando,1,Directed
Spezia Calcio,PSV Eindhoven,1,Directed
Spezia Calcio,Slo. Bratislava,1,Directed
Spezia Calcio,SönderjyskE,1,Directed
Spezia Calcio,Trapani,1,Directed
Spezia Calcio,Valmiera,1,Directed
Spezia Calcio,Venezia FC,1,Directed
Sporting CP,1.FSV Mainz 05,1,Directed
Sporting CP,Dijon FCO,1,Directed
Sporting CP,FC Midtjylland,1,Directed
Sporting CP,GD Estoril Praia,1,Directed
Sporting CP,Getafe,1,Directed
Sporting CP,Inter Milan,1,Directed
Sporting CP,Internacional,1,Directed
Sporting CP,Olympique Lyon,1,Directed
Sporting CP,Panathinaikos,1,Directed
Sporting CP,Portimonense SC,1,Directed
Sporting CP,Real Betis,1,Directed
Sporting CP,Rosario Central,1,Directed
Sporting CP,Santa Clara,1,Directed
Sporting CP,Shakhtar D.,1,Directed
Sporting CP,Slo. Bratislava,1,Directed
Sporting CP,Trabzonspor,1,Directed
Sporting CP,Zenit Saint Petersburg,1,Directed
Stade Brestois 29,1.FSV Mainz 05,1,Directed
Stade Brestois 29,AC Ajaccio,1,Directed
Stade Brestois 29,AC Le Havre,1,Directed
Stade Brestois 29,AZ Alkmaar,1,Directed
Stade Brestois 29,Amiens SC,1,Directed
Stade Brestois 29,Angers SCO,1,Directed
Stade Brestois 29,CA Talleres,1,Directed
Stade Brestois 29,Celtic,1,Directed
Stade Brestois 29,Club Brugge,1,Directed
Stade Brestois 29,Heracles Almelo,1,Directed
Stade Brestois 29,Huddersfield Town,1,Directed
Stade Brestois 29,KRC Genk,1,Directed
Stade Brestois 29,Montpellier HSC,1,Directed
Stade Brestois 29,Norwich,1,Directed
Stade Brestois 29,Nîmes Olympique,1,Directed
Stade Brestois 29,Olympiacos,1,Directed
Stade Brestois 29,Olympique Lyon,1,Directed
Stade Brestois 29,Paris Saint-Germain,1,Directed
Stade Brestois 29,Plabennec,1,Directed
Stade Brestois 29,Qatar SC,1,Directed
Stade Brestois 29,RC Lens,1,Directed
Stade Brestois 29,Sporting CP,1,Directed
Stade Brestois 29,Stade Briochin,1,Directed
Stade Brestois 29,Stade Reims,1,Directed
Stade Brestois 29,Wydad AC,1,Directed
Stade Reims,AC Le Havre,1,Directed
Stade Reims,AFE,1,Directed
Stade Reims,Austria Vienna,1,Directed
Stade Reims,ESTAC Troyes,1,Directed
Stade Reims,FC Groningen,1,Directed
Stade Reims,FC Midtjylland,1,Directed
Stade Reims,FC St. Gallen,1,Directed
Stade Reims,Hertha BSC,1,Directed
Stade Reims,KAS Eupen,1,Directed
Stade Reims,KRC Genk,1,Directed
Stade Reims,KV Oostende,1,Directed
Stade Reims,M. Tel Aviv,1,Directed
Stade Reims,Olympiacos,1,Directed
Stade Reims,Orlando Pirates,1,Directed
Stade Reims,Pau FC,1,Directed
Stade Reims,RSC Charleroi,1,Directed
Stade Reims,Rosenborg,1,Directed
Stade Reims,SC Heerenveen,1,Directed
Stade Reims,SS Lazio,1,Directed
Stade Reims,Sint-Truiden,1,Directed
Stade Reims,Sturm Graz,1,Directed
Stade Rennais FC,AS Roma,1,Directed
Stade Rennais FC,Amiens SC,1,Directed
Stade Rennais FC,Angers SCO,1,Directed
Stade Rennais FC,Bologna FC 1909,1,Directed
Stade Rennais FC,Dinamo Zagreb,1,Directed
Stade Rennais FC,Inter Milan,1,Directed
Stade Rennais FC,Juventus,1,Directed
Stade Rennais FC,KAA Gent,1,Directed
Stade Rennais FC,Kayserispor,1,Directed
Stade Rennais FC,Montpellier HSC,1,Directed
Stade Rennais FC,Nordsjaelland,1,Directed
Stade Rennais FC,Nîmes Olympique,1,Directed
Stade Rennais FC,OGC Nice,1,Directed
Stade Rennais FC,Olympique Marseille,1,Directed
Stade Rennais FC,Paris Saint-Germain,1,Directed
Stade Rennais FC,RC Strasbourg Alsace,1,Directed
Stade Rennais FC,RSC Anderlecht,1,Directed
Stade Rennais FC,SC Freiburg,1,Directed
Stade Rennais FC,Sevilla FC,1,Directed
Stade Rennais FC,Stade Reims,1,Directed
Stade Rennais FC,Torino FC,1,Directed
Stade Rennais FC,Toulouse,1,Directed
Stade Rennais FC,US Boulogne,1,Directed
Stoke City,Blackpool,1,Directed
Stoke City,Brentford,1,Directed
Stoke City,Burnley,1,Directed
Stoke City,Cardiff City,1,Directed
Stoke City,Charlton Athletic,1,Directed
Stoke City,Chelsea FC,1,Directed
Stoke City,Derby County,1,Directed
Stoke City,Dijon FCO,1,Directed
Stoke City,Gillingham FC,1,Directed
Stoke City,Girondins de Bordeaux,1,Directed
Stoke City,Leeds United,1,Directed
Stoke City,Manchester United,1,Directed
Stoke City,Millwall FC,1,Directed
Stoke City,Newcastle United,1,Directed
Stoke City,Norwich,1,Directed
Stoke City,Queens Park Rangers,1,Directed
Stoke City,Schalke 04,1,Directed
Stoke City,Watford,1,Directed
Stoke City,West Bromwich Albion,1,Directed
Stoke City,Wigan Athletic,1,Directed
Sunderland AFC,1. FC Union Berlin,1,Directed
Sunderland AFC,AC Le Havre,1,Directed
Sunderland AFC,Herediano,1,Directed
Sunderland AFC,LOSC Lille,1,Directed
Sunderland AFC,Leeds United,1,Directed
Sunderland AFC,Manchester United,1,Directed
Sunderland AFC,Paris Saint-Germain,1,Directed
Sunderland AFC,Portsmouth,1,Directed
Sunderland AFC,Tottenham Hotspur,1,Directed
Swansea City,AFC Bournemouth,1,Directed
Swansea City,Aston Villa,1,Directed
Swansea City,Borussia Mönchengladbach,1,Directed
Swansea City,Brentford,1,Directed
Swansea City,Brighton & Hove Albion,1,Directed
Swansea City,Celtic,1,Directed
Swansea City,D.C. United,1,Directed
Swansea City,Derby County,1,Directed
Swansea City,FC Basel,1,Directed
Swansea City,Fulham FC,1,Directed
Swansea City,Heracles Almelo,1,Directed
Swansea City,Huddersfield Town,1,Directed
Swansea City,Ipswich,1,Directed
Swansea City,Liverpool FC,1,Directed
Swansea City,Middlesbrough FC,1,Directed
Swansea City,PSV Eindhoven,1,Directed
Swansea City,Seattle,1,Directed
Swansea City,Shrewsbury,1,Directed
Swansea City,Southampton FC,1,Directed
Swansea City,Stoke City,1,Directed
Swansea City,Swindon Town,1,Directed
Swansea City,Union SG,1,Directed
Swansea City,Watford,1,Directed
TSG 1899 Hoffenheim,1. FC Union Berlin,1,Directed
TSG 1899 Hoffenheim,Borussia Dortmund,1,Directed
TSG 1899 Hoffenheim,Brighton & Hove Albion,1,Directed
TSG 1899 Hoffenheim,Club Brugge,1,Directed
TSG 1899 Hoffenheim,Dallas,1,Directed
TSG 1899 Hoffenheim,Eintracht Frankfurt,1,Directed
TSG 1899 Hoffenheim,FC Augsburg,1,Directed
TSG 1899 Hoffenheim,FC Copenhagen,1,Directed
TSG 1899 Hoffenheim,FC St. Pauli,1,Directed
TSG 1899 Hoffenheim,OGC Nice,1,Directed
TSG 1899 Hoffenheim,RB Leipzig,1,Directed
TSG 1899 Hoffenheim,RB Salzburg,1,Directed
TSG 1899 Hoffenheim,SL Benfica,1,Directed
TSG 1899 Hoffenheim,SpVgg Greuther Fürth,1,Directed
TSG 1899 Hoffenheim,Sporting CP,1,Directed
TSG 1899 Hoffenheim,Stade Rennais FC,1,Directed
TSG 1899 Hoffenheim,Tottenham Hotspur,1,Directed
Tambov,Baltika,1,Directed
Tambov,Daugavpils,1,Directed
Tambov,Dinamo Minsk,1,Directed
Tambov,Dinamo Tbilisi,1,Directed
Tambov,Enisey,1,Directed
Tambov,FC Merani,1,Directed
Tambov,Gomel,1,Directed
Tambov,Khimki,1,Directed
Tambov,Lokomotiv Moscow,1,Directed
Tambov,Luch,1,Directed
Tambov,Neftekhimik,1,Directed
Tambov,Olimpik Donetsk,1,Directed
Tambov,Paris FC,1,Directed
Tambov,Pr. Niederkorn,1,Directed
Tambov,Rodina Moscow,1,Directed
Tambov,Rostov,1,Directed
Tambov,Rubin Kazan,1,Directed
Tambov,Shinnik,1,Directed
Tambov,Spartak Moscow,1,Directed
Tambov,Torpedo Zhodino,1,Directed
Tambov,Veles Moscow,1,Directed
Torino FC,Ajax,1,Directed
Torino FC,Atalanta BC,1,Directed
Torino FC,Besiktas JK,1,Directed
Torino FC,Catanzaro,1,Directed
Torino FC,Chelsea FC,1,Directed
Torino FC,Dinamo Zagreb,1,Directed
Torino FC,FC Nantes,1,Directed
Torino FC,Hellas Verona,1,Directed
Torino FC,Leicester City,1,Directed
Torino FC,Lyngby BK,1,Directed
Torino FC,Olympique Marseille,1,Directed
Torino FC,Parma Calcio,1,Directed
Torino FC,Real Betis,1,Directed
Torino FC,SS Lazio,1,Directed
Torino FC,Slavia Prague,1,Directed
Torino FC,Stade Reims,1,Directed
Torino FC,Standard Liège,1,Directed
Torino FC,Valencia CF,1,Directed
Torino FC,VfL Wolfsburg,1,Directed
Torino FC,West Ham United,1,Directed
Torpedo Moscow,AEK Athens,1,Directed
Torpedo Moscow,Akhmat Grozny,1,Directed
Torpedo Moscow,Arsenal Tula,1,Directed
Torpedo Moscow,Athletico-PR,1,Directed
Torpedo Moscow,Charlotte,1,Directed
Torpedo Moscow,DFK Dainava,1,Directed
Torpedo Moscow,Fakel Voronezh,1,Directed
Torpedo Moscow,HNK Sibenik,1,Directed
Torpedo Moscow,Khimki,1,Directed
Torpedo Moscow,Pakhtakor,1,Directed
Torpedo Moscow,SKA Khabarovsk,1,Directed
Torpedo Moscow,Slaven Belupo,1,Directed
Torpedo Moscow,Soligorsk,1,Directed
Torpedo Moscow,Spartak Moscow,1,Directed
Torpedo Moscow,Ulsan Hyundai,1,Directed
Torpedo Moscow,Zrinjski Mostar,1,Directed
Tottenham Hotspur,Brighton & Hove Albion,1,Directed
Tottenham Hotspur,Burnley,1,Directed
Tottenham Hotspur,Everton,1,Directed
Tottenham Hotspur,FC Metz,1,Directed
Tottenham Hotspur,Fulham FC,1,Directed
Tottenham Hotspur,Inter Milan,1,Directed
Tottenham Hotspur,Leeds United,1,Directed
Tottenham Hotspur,Middlesbrough FC,1,Directed
Tottenham Hotspur,Olympique Lyon,1,Directed
Tottenham Hotspur,PSV Eindhoven,1,Directed
Tottenham Hotspur,Sevilla FC,1,Directed
Tottenham Hotspur,Sporting CP,1,Directed
Tottenham Hotspur,Swansea City,1,Directed
Tottenham Hotspur,Udinese Calcio,1,Directed
Tottenham Hotspur,Villarreal CF,1,Directed
Tottenham Hotspur,Wolverhampton Wanderers,1,Directed
Toulouse,AZ Alkmaar,1,Directed
Toulouse,Antalyaspor,1,Directed
Toulouse,Aston Villa,1,Directed
Toulouse,BSC Young Boys,1,Directed
Toulouse,Besiktas JK,1,Directed
Toulouse,Colo Colo,1,Directed
Toulouse,Dijon FCO,1,Directed
Toulouse,Elfsborg,1,Directed
Toulouse,Excelsior Rotterdam,1,Directed
Toulouse,Krylya Sovetov Samara,1,Directed
Toulouse,Malmö FF,1,Directed
Toulouse,Molde,1,Directed
Toulouse,OGC Nice,1,Directed
Toulouse,Stal Mielec,1,Directed
Toulouse,Tromsø IL,1,Directed
Toulouse,Vålerenga,1,Directed
Trabzonspor,1. FC Union Berlin,1,Directed
Trabzonspor,AS Roma,1,Directed
Trabzonspor,Ajax,1,Directed
Trabzonspor,Al-Ahli SFC,1,Directed
Trabzonspor,Aston Villa,1,Directed
Trabzonspor,Balikesirspor,1,Directed
Trabzonspor,Basaksehir,1,Directed
Trabzonspor,Bayer 04 Leverkusen,1,Directed
Trabzonspor,Besiktas JK,1,Directed
Trabzonspor,Caykur Rizespor,1,Directed
Trabzonspor,Chelsea FC,1,Directed
Trabzonspor,Cruzeiro,1,Directed
Trabzonspor,Crystal Palace,1,Directed
Trabzonspor,EC Bahia,1,Directed
Trabzonspor,Eskisehirspor,1,Directed
Trabzonspor,Estudiantes,1,Directed
Trabzonspor,Everton,1,Directed
Trabzonspor,FC Lorient,1,Directed
Trabzonspor,FUS Rabat,1,Directed
Trabzonspor,Fluminense,1,Directed
Trabzonspor,GD Alvarenga,1,Directed
Trabzonspor,Gaziantep FK,1,Directed
Trabzonspor,Genclerbirligi,1,Directed
Trabzonspor,IFK Göteborg,1,Directed
Trabzonspor,Ittihad Club,1,Directed
Trabzonspor,LASK,1,Directed
Trabzonspor,Leeds United,1,Directed
Trabzonspor,Leicester City,1,Directed
Trabzonspor,Levante UD,1,Directed
Trabzonspor,Liverpool FC,1,Directed
Trabzonspor,Middlesbrough FC,1,Directed
Trabzonspor,Mladost Kakanj,1,Directed
Trabzonspor,NK Varazdin,1,Directed
Trabzonspor,Olympique Marseille,1,Directed
Trabzonspor,Palmeiras,1,Directed
Trabzonspor,Panathinaikos,1,Directed
Trabzonspor,Real Betis,1,Directed
Trabzonspor,Rosenborg,1,Directed
Trabzonspor,Schalke 04,1,Directed
Trabzonspor,Southampton FC,1,Directed
Trabzonspor,Valencia CF,1,Directed
Trabzonspor,VfL Wolfsburg,1,Directed
Trabzonspor,WH Yangtze,1,Directed
UD Almería,Deportivo Alavés,1,Directed
UD Almería,FC Lorient,1,Directed
UD Almería,Flamengo,1,Directed
UD Almería,Levante UD,1,Directed
UD Almería,Olympique Marseille,1,Directed
UD Almería,Partizan,1,Directed
UD Almería,RCD Espanyol,1,Directed
UD Almería,Red Star FC,1,Directed
UD Almería,Sevilla FC,1,Directed
UD Almería,Sporting Gijón,1,Directed
UD Almería,Stade Reims,1,Directed
UD Almería,Vitória SC,1,Directed
US Cremonese,AC Fiorentina,1,Directed
US Cremonese,AC Milan,1,Directed
US Cremonese,Campobasso,1,Directed
US Cremonese,FC Crotone,1,Directed
US Cremonese,FC Famalicão,1,Directed
US Cremonese,Heracles Almelo,1,Directed
US Cremonese,Hertha BSC,1,Directed
US Cremonese,Inter Milan,1,Directed
US Cremonese,KRC Genk,1,Directed
US Cremonese,Rapid Vienna,1,Directed
US Cremonese,SL Benfica,1,Directed
US Cremonese,SS Lazio,1,Directed
US Cremonese,Sampdoria,1,Directed
US Cremonese,Wolfsberger AC,1,Directed
US Lecce,AC Milan,1,Directed
US Lecce,Ascoli,1,Directed
US Lecce,Bologna FC 1909,1,Directed
US Lecce,Brescia,1,Directed
US Lecce,CSKA Moscow,1,Directed
US Lecce,Cittadella,1,Directed
US Lecce,FC Barcelona,1,Directed
