Source,Target,Weight,Type
Portimonense SC,Ponte Preta,1,Directed
Portimonense SC,QD Huanghai,1,Directed
Portimonense SC,RFC Seraing,1,Directed
Portimonense SC,Remo Stars FC,1,Directed
Portimonense SC,Rio Ave FC,1,Directed
Portimonense SC,Rodina Moscow,1,Directed
Portimonense SC,SC Covilhã,1,Directed
Portimonense SC,SL Benfica,1,Directed
Portimonense SC,Sanat Naft,1,Directed
Portimonense SC,Santarém,1,Directed
Portimonense SC,Santos FC,1,Directed
Portimonense SC,Sepahan,1,Directed
Portimonense SC,Sint-Truiden,1,Directed
Portimonense SC,Union Magdalena,1,Directed
Portimonense SC,Vitória SC,1,Directed
Portimonense SC,Watford,1,Directed
Preston North End,AFC Bournemouth,1,Directed
Preston North End,Bamber Bridge,1,Directed
Preston North End,Ban,1,Directed
Preston North End,Celtic,1,Directed
Preston North End,Charlton Athletic,1,Directed
Preston North End,Chelsea FC,1,Directed
Preston North End,Coventry City,1,Directed
Preston North End,Derby County,1,Directed
Preston North End,Doncaster,1,Directed
Preston North End,Everton,1,Directed
Preston North End,Fulham FC,1,Directed
Preston North End,Manchester United,1,Directed
Preston North End,Newcastle United,1,Directed
Preston North End,Peterborough United,1,Directed
Preston North End,Randers FC,1,Directed
Preston North End,Rotherham United,1,Directed
Preston North End,St. Johnstone,1,Directed
Queens Park Rangers,Aston Villa,1,Directed
Queens Park Rangers,Brentford,1,Directed
Queens Park Rangers,Charlton Athletic,1,Directed
Queens Park Rangers,Colchester Utd.,1,Directed
Queens Park Rangers,Derby County,1,Directed
Queens Park Rangers,Gillingham FC,1,Directed
Queens Park Rangers,Ipswich,1,Directed
Queens Park Rangers,Leeds United,1,Directed
Queens Park Rangers,Leicester City,1,Directed
Queens Park Rangers,Middlesbrough FC,1,Directed
Queens Park Rangers,Newcastle United,1,Directed
Queens Park Rangers,Norwich,1,Directed
Queens Park Rangers,Nottingham Forest,1,Directed
Queens Park Rangers,Oxford United,1,Directed
Queens Park Rangers,PEC Zwolle,1,Directed
Queens Park Rangers,Rotherham United,1,Directed
Queens Park Rangers,Sheffield Wednesday,1,Directed
Queens Park Rangers,Southend United,1,Directed
Queens Park Rangers,Stoke City,1,Directed
Queens Park Rangers,Tottenham Hotspur,1,Directed
Queens Park Rangers,Watford,1,Directed
Queens Park Rangers,West Ham United,1,Directed
RB Leipzig,Crystal Palace,1,Directed
RB Leipzig,Eintracht Frankfurt,1,Directed
RB Leipzig,Everton,1,Directed
RB Leipzig,Hannover 96,1,Directed
RB Leipzig,Heracles Almelo,1,Directed
RB Leipzig,New York RB,1,Directed
RB Leipzig,Palmeiras,1,Directed
RB Leipzig,RC Strasbourg Alsace,1,Directed
RB Leipzig,TSG 1899 Hoffenheim,1,Directed
RB Leipzig,UD Las Palmas,1,Directed
RB Leipzig,VfL Wolfsburg,1,Directed
RC Lens,1.FSV Mainz 05,1,Directed
RC Lens,AC Le Havre,1,Directed
RC Lens,AS Nancy,1,Directed
RC Lens,Angers SCO,1,Directed
RC Lens,Arminia Bielefeld,1,Directed
RC Lens,Bodø/Glimt,1,Directed
RC Lens,CA Talleres,1,Directed
RC Lens,Chicago,1,Directed
RC Lens,Clermont Foot,1,Directed
RC Lens,Club Brugge,1,Directed
RC Lens,FC Augsburg,1,Directed
RC Lens,Girondins de Bordeaux,1,Directed
RC Lens,New England,1,Directed
RC Lens,Nottingham Forest,1,Directed
RC Lens,Paris FC,1,Directed
RC Lens,RC Strasbourg Alsace,1,Directed
RC Lens,Sacré-Cœur,1,Directed
RC Lens,Udinese Calcio,1,Directed
RC Lens,Zaglebie Lubin,1,Directed
RC Strasbourg Alsace,1.FSV Mainz 05,1,Directed
RC Strasbourg Alsace,Club Brugge,1,Directed
RC Strasbourg Alsace,Fulham FC,1,Directed
RC Strasbourg Alsace,Lechia Gdansk,1,Directed
RC Strasbourg Alsace,Levante UD,1,Directed
RC Strasbourg Alsace,Paris Saint-Germain,1,Directed
RC Strasbourg Alsace,RC Lens,1,Directed
RC Strasbourg Alsace,Red Star FC,1,Directed
RC Strasbourg Alsace,SM Caen,1,Directed
RC Strasbourg Alsace,Shimizu S-Pulse,1,Directed
RC Strasbourg Alsace,Stade Rennais FC,1,Directed
RC Strasbourg Alsace,Sunderland AFC,1,Directed
RC Strasbourg Alsace,Valencia CF,1,Directed
RCD Espanyol,1.FSV Mainz 05,1,Directed
RCD Espanyol,AS Monaco,1,Directed
RCD Espanyol,Athletic Bilbao,1,Directed
RCD Espanyol,CD Leganés,1,Directed
RCD Espanyol,Deportivo Alavés,1,Directed
RCD Espanyol,FC Barcelona,1,Directed
RCD Espanyol,Getafe,1,Directed
RCD Espanyol,Girona FC,1,Directed
RCD Espanyol,Lommel SK,1,Directed
RCD Espanyol,Maldonado,1,Directed
RCD Espanyol,Manchester City,1,Directed
RCD Espanyol,Monterrey,1,Directed
RCD Espanyol,RCD Mallorca,1,Directed
RCD Espanyol,RSC Anderlecht,1,Directed
RCD Espanyol,Rayo Vallecano,1,Directed
RCD Espanyol,Real Betis,1,Directed
RCD Espanyol,Real Valladolid,1,Directed
RCD Espanyol,SD Eibar,1,Directed
RCD Espanyol,SD Huesca,1,Directed
RCD Espanyol,SL Benfica,1,Directed
RCD Espanyol,Sporting Gijón,1,Directed
RCD Espanyol,Vélez Sarsfield,1,Directed
RCD Mallorca,AC Fiorentina,1,Directed
RCD Mallorca,Chelsea FC,1,Directed
RCD Mallorca,Chievo Verona,1,Directed
RCD Mallorca,CyD Leonesa,1,Directed
RCD Mallorca,Deportivo Cali,1,Directed
RCD Mallorca,FC Crotone,1,Directed
RCD Mallorca,Fulham FC,1,Directed
RCD Mallorca,Guingamp,1,Directed
RCD Mallorca,Newcastle United,1,Directed
RCD Mallorca,Olympiacos,1,Directed
RCD Mallorca,Olympique Lyon,1,Directed
RCD Mallorca,Palermo,1,Directed
RCD Mallorca,Paris Saint-Germain,1,Directed
RCD Mallorca,Peñarol,1,Directed
RCD Mallorca,Piast Gliwice,1,Directed
RCD Mallorca,Ponferradina,1,Directed
RCD Mallorca,Radnik,1,Directed
RCD Mallorca,Real Betis,1,Directed
RCD Mallorca,Rostov,1,Directed
RCD Mallorca,Schalke 04,1,Directed
RCD Mallorca,Slo. Bratislava,1,Directed
RCD Mallorca,UD Las Palmas,1,Directed
RCD Mallorca,Valencia CF,1,Directed
RCD Mallorca,Watford,1,Directed
RKC Waalwijk,ADO Den Haag,1,Directed
RKC Waalwijk,AEK Larnaca,1,Directed
RKC Waalwijk,Ajman Club,1,Directed
RKC Waalwijk,Almere City,1,Directed
RKC Waalwijk,Bayer 04 Leverkusen,1,Directed
RKC Waalwijk,Beerschot V.A.,1,Directed
RKC Waalwijk,CSKA-Sofia,1,Directed
RKC Waalwijk,Celta de Vigo,1,Directed
RKC Waalwijk,FC Locomotive,1,Directed
RKC Waalwijk,Fortuna Sittard,1,Directed
RKC Waalwijk,Go Ahead Eagles,1,Directed
RKC Waalwijk,Hannover 96,1,Directed
RKC Waalwijk,IJsselm.vogels,1,Directed
RKC Waalwijk,KRC Genk,1,Directed
RKC Waalwijk,Maccabi Netanya,1,Directed
RKC Waalwijk,Manchester United,1,Directed
RKC Waalwijk,NAC Breda,1,Directed
RKC Waalwijk,Quevilly Rouen,1,Directed
RKC Waalwijk,TOP Oss,1,Directed
RKC Waalwijk,Torino FC,1,Directed
RKC Waalwijk,US Sassuolo,1,Directed
RKC Waalwijk,Vitória SC,1,Directed
Rayo Vallecano,Atlético Madrid,1,Directed
Rayo Vallecano,Cádiz CF,1,Directed
Rayo Vallecano,Galatasaray,1,Directed
Rayo Vallecano,RCD Espanyol,1,Directed
Rayo Vallecano,Real Valladolid,1,Directed
Rayo Vallecano,Real Zaragoza,1,Directed
Rayo Vallecano,Vitória SC,1,Directed
Reading FC,AFC Wimbledon,1,Directed
Reading FC,AS Monaco,1,Directed
Reading FC,BJ Renhe,1,Directed
Reading FC,Cardiff City,1,Directed
Reading FC,Crystal Palace,1,Directed
Reading FC,Huddersfield Town,1,Directed
Reading FC,Inter Milan,1,Directed
Reading FC,Middlesbrough FC,1,Directed
Reading FC,Newcastle United,1,Directed
Reading FC,SL Benfica,1,Directed
Reading FC,Sampdoria,1,Directed
Reading FC,Shrewsbury,1,Directed
Reading FC,Southampton FC,1,Directed
Reading FC,Sutton Utd,1,Directed
Reading FC,São Paulo,1,Directed
Reading FC,Torino FC,1,Directed
Reading FC,Watford,1,Directed
Real Betis,AC Fiorentina,1,Directed
Real Betis,América,1,Directed
Real Betis,Arsenal,1,Directed
Real Betis,Athletico-PR,1,Directed
Real Betis,Besiktas JK,1,Directed
Real Betis,Brighton & Hove Albion,1,Directed
Real Betis,Fluminense,1,Directed
Real Betis,Girondins de Bordeaux,1,Directed
Real Betis,Granada CF,1,Directed
Real Betis,Leicester City,1,Directed
Real Betis,Manchester City,1,Directed
Real Betis,Olympique Lyon,1,Directed
Real Betis,Paris Saint-Germain,1,Directed
Real Betis,RCD Espanyol,1,Directed
Real Betis,Rayo Vallecano,1,Directed
Real Betis,SS Lazio,1,Directed
Real Betis,Sporting Gijón,1,Directed
Real Betis,Villarreal CF,1,Directed
Real Madrid,AS Monaco,1,Directed
Real Madrid,Bayern Munich,1,Directed
Real Madrid,Eintracht Frankfurt,1,Directed
Real Madrid,FC Porto,1,Directed
Real Madrid,FC Tokyo,1,Directed
Real Madrid,Flamengo,1,Directed
Real Madrid,Olympique Lyon,1,Directed
Real Madrid,Paris Saint-Germain,1,Directed
Real Madrid,Real Zaragoza,1,Directed
Real Madrid,Santos FC,1,Directed
Real Madrid,Stade Rennais FC,1,Directed
Real Sociedad,AFC Bournemouth,1,Directed
Real Sociedad,Angers SCO,1,Directed
Real Sociedad,Arsenal,1,Directed
Real Sociedad,Athletic Bilbao,1,Directed
Real Sociedad,Borussia Dortmund,1,Directed
Real Sociedad,Brighton & Hove Albion,1,Directed
Real Sociedad,Celta de Vigo,1,Directed
Real Sociedad,Girona FC,1,Directed
Real Sociedad,Manchester City,1,Directed
Real Sociedad,Paris Saint-Germain,1,Directed
Real Sociedad,RC Lens,1,Directed
Real Sociedad,Sevilla FC,1,Directed
Real Sociedad,UD Almería,1,Directed
Real Valladolid,Athletic Bilbao,1,Directed
Real Valladolid,Birmingham City,1,Directed
Real Valladolid,Boca Juniors,1,Directed
Real Valladolid,CD Tenerife,1,Directed
Real Valladolid,Chelsea FC,1,Directed
Real Valladolid,Chievo Verona,1,Directed
Real Valladolid,Club Brugge,1,Directed
Real Valladolid,Everton,1,Directed
Real Valladolid,FC Barcelona,1,Directed
Real Valladolid,FC Juárez,1,Directed
Real Valladolid,FC Porto,1,Directed
Real Valladolid,Genoa,1,Directed
Real Valladolid,Hellas Verona,1,Directed
Real Valladolid,Manchester City,1,Directed
Real Valladolid,Real Zaragoza,1,Directed
Real Valladolid,SL Benfica,1,Directed
Real Valladolid,Sevilla FC,1,Directed
Real Valladolid,Standard Liège,1,Directed
Real Valladolid,UD Almería,1,Directed
Real Valladolid,Villarreal CF,1,Directed
Real Valladolid,West Ham United,1,Directed
Real Valladolid,Wolfsberger AC,1,Directed
Rio Ave FC,AS Monaco,1,Directed
Rio Ave FC,Al-Gharafa SC,1,Directed
Rio Ave FC,Athletico-PR,1,Directed
Rio Ave FC,Bolívar,1,Directed
Rio Ave FC,Celta de Vigo,1,Directed
Rio Ave FC,Chelsea FC,1,Directed
Rio Ave FC,Dinamo Zagreb,1,Directed
Rio Ave FC,FC Porto,1,Directed
Rio Ave FC,Ferroviária,1,Directed
Rio Ave FC,Fortuna Sittard,1,Directed
Rio Ave FC,GD Estoril Praia,1,Directed
Rio Ave FC,Grasshoppers,1,Directed
Rio Ave FC,Grêmio,1,Directed
Rio Ave FC,Internacional,1,Directed
Rio Ave FC,Manchester City,1,Directed
Rio Ave FC,Mirassol-SP,1,Directed
Rio Ave FC,Málaga CF,1,Directed
Rio Ave FC,Real Valladolid,1,Directed
Rio Ave FC,SC Braga,1,Directed
Rio Ave FC,UD Las Palmas,1,Directed
Rostov,Al-Ain FC,1,Directed
Rostov,Amiens SC,1,Directed
Rostov,Avangard Kursk,1,Directed
Rostov,Baltika,1,Directed
Rostov,CSKA Moscow,1,Directed
Rostov,Dinamo Minsk,1,Directed
Rostov,Dynamo Brest,1,Directed
Rostov,Enisey,1,Directed
Rostov,FC Tokyo,1,Directed
Rostov,Helsingborg,1,Directed
Rostov,Lillestrøm,1,Directed
Rostov,Norrköping,1,Directed
Rostov,Rabotnicki,1,Directed
Rostov,Rotor Volgograd,1,Directed
Rostov,Rubin Kazan,1,Directed
Rostov,Sigma Olomouc,1,Directed
Rostov,Sochi,1,Directed
Rostov,Ufa,1,Directed
Rostov,Ural Yekaterinburg,1,Directed
Rotherham United,Birmingham City,1,Directed
Rotherham United,Brentford,1,Directed
Rotherham United,Charlton Athletic,1,Directed
Rotherham United,Chelsea FC,1,Directed
Rotherham United,Derby County,1,Directed
Rotherham United,Doncaster,1,Directed
Rotherham United,Huddersfield Town,1,Directed
Rotherham United,Lincoln City,1,Directed
Rotherham United,Luton Town,1,Directed
Rotherham United,Newcastle United,1,Directed
Rotherham United,Norwich,1,Directed
Rotherham United,St. Johnstone,1,Directed
Rotherham United,Sunderland AFC,1,Directed
Rotherham United,Watford,1,Directed
Rotherham United,West Ham United,1,Directed
Rotherham United,Zulte Waregem,1,Directed
Rotor Volgograd,Akhmat Grozny,1,Directed
Rotor Volgograd,Anorthosis,1,Directed
Rotor Volgograd,Asteras Tripoli,1,Directed
Rotor Volgograd,CD Nacional,1,Directed
Rotor Volgograd,CSKA Moscow,1,Directed
Rotor Volgograd,Chaika Pes.,1,Directed
Rotor Volgograd,Dinamo Batumi,1,Directed
Rotor Volgograd,Irtysh,1,Directed
Rotor Volgograd,Kairat Almaty,1,Directed
Rotor Volgograd,Krasnodar,1,Directed
Rotor Volgograd,Lokomotiv Moscow,1,Directed
Rotor Volgograd,NK Istra,1,Directed
Rotor Volgograd,Orenburg,1,Directed
Rotor Volgograd,Pyunik Yerevan,1,Directed
Rotor Volgograd,Rostov,1,Directed
Rotor Volgograd,SKA Khabarovsk,1,Directed
Rotor Volgograd,Shinnik,1,Directed
Rubin Kazan,Anorthosis,1,Directed
Rubin Kazan,Benevento Calcio,1,Directed
Rubin Kazan,CSKA Moscow,1,Directed
Rubin Kazan,Dynamo Moscow,1,Directed
Rubin Kazan,FC Locomotive,1,Directed
Rubin Kazan,FC Midtjylland,1,Directed
Rubin Kazan,IFK Göteborg,1,Directed
Rubin Kazan,KamAZ,1,Directed
Rubin Kazan,Krylya Sovetov Samara,1,Directed
Rubin Kazan,Lech Poznan,1,Directed
Rubin Kazan,Murom,1,Directed
Rubin Kazan,Neftekhimik,1,Directed
Rubin Kazan,Norrköping,1,Directed
Rubin Kazan,SC Braga,1,Directed
Rubin Kazan,Shakhtar D.,1,Directed
Rubin Kazan,Shonan Bellmare,1,Directed
Rubin Kazan,Tom Tomsk,1,Directed
Rubin Kazan,Torpedo Moscow,1,Directed
Rubin Kazan,Ural Yekaterinburg,1,Directed
Rubin Kazan,Vancouver,1,Directed
Rubin Kazan,Vejle BK,1,Directed
SC Braga,AIK,1,Directed
SC Braga,Al-Wahda FC,1,Directed
SC Braga,Besiktas JK,1,Directed
SC Braga,CD Tondela,1,Directed
SC Braga,Chapecoense,1,Directed
SC Braga,Fenerbahce,1,Directed
SC Braga,Fulham FC,1,Directed
SC Braga,Gil Vicente FC,1,Directed
SC Braga,Guingamp,1,Directed
SC Braga,Göztepe,1,Directed
SC Braga,LAFC,1,Directed
SC Braga,LOSC Lille,1,Directed
SC Braga,Leixões,1,Directed
SC Braga,RC Lens,1,Directed
SC Braga,RCD Espanyol,1,Directed
SC Braga,Real Betis,1,Directed
SC Braga,SD Eibar,1,Directed
SC Braga,SL Benfica,1,Directed
SC Braga,SS Lazio,1,Directed
SC Braga,Santa Clara,1,Directed
SC Braga,Santos FC,1,Directed
SC Braga,Standard Liège,1,Directed
SC Braga,Valencia CF,1,Directed
SC Braga,Villarreal CF,1,Directed
SC Braga,Vitória SC,1,Directed
SC Cambuur,AZ Alkmaar,1,Directed
SC Cambuur,BSC Young Boys,1,Directed
SC Cambuur,Everton,1,Directed
SC Cambuur,FC Aarau,1,Directed
SC Cambuur,FC Sion,1,Directed
SC Cambuur,FC Volendam,1,Directed
SC Cambuur,Go Ahead Eagles,1,Directed
SC Cambuur,Lommel SK,1,Directed
SC Cambuur,Montréal,1,Directed
SC Cambuur,Orlando,1,Directed
SC Cambuur,PEC Zwolle,1,Directed
SC Cambuur,Puskás AFC,1,Directed
SC Cambuur,Riga,1,Directed
SC Cambuur,SV Meppen,1,Directed
SC Cambuur,TOP Oss,1,Directed
SC Farense,Alanyaspor,1,Directed
SC Farense,FC Famalicão,1,Directed
SC Farense,Machine Sazi,1,Directed
SC Farense,PSTC,1,Directed
SC Farense,Racing Club,1,Directed
SC Farense,SC Braga,1,Directed
SC Farense,SL Benfica,1,Directed
SC Farense,Santa Clara,1,Directed
SC Freiburg,1.FSV Mainz 05,1,Directed
SC Freiburg,Angers SCO,1,Directed
SC Freiburg,Borussia Mönchengladbach,1,Directed
SC Freiburg,Deportivo Alavés,1,Directed
SC Freiburg,Dijon FCO,1,Directed
SC Freiburg,FC Ingolstadt,1,Directed
SC Freiburg,FC St. Pauli,1,Directed
SC Freiburg,Karlsruher SC,1,Directed
SC Freiburg,PSV Eindhoven,1,Directed
SC Freiburg,Spartak Moscow,1,Directed
SC Freiburg,Standard Liège,1,Directed
SC Freiburg,TSG 1899 Hoffenheim,1,Directed
SC Freiburg,VfL Wolfsburg,1,Directed
SC Freiburg,Werder Bremen,1,Directed
SC Heerenveen,AC Milan,1,Directed
SC Heerenveen,ADO Den Haag,1,Directed
SC Heerenveen,AS Monaco,1,Directed
SC Heerenveen,AZ Alkmaar,1,Directed
SC Heerenveen,Bologna FC 1909,1,Directed
SC Heerenveen,Botev Plovdiv,1,Directed
SC Heerenveen,CFR Cluj,1,Directed
SC Heerenveen,Cincinnati,1,Directed
SC Heerenveen,FC Midtjylland,1,Directed
SC Heerenveen,FC Nitra,1,Directed
SC Heerenveen,FC St. Pauli,1,Directed
SC Heerenveen,FC Volendam,1,Directed
SC Heerenveen,Feyenoord Rotterdam,1,Directed
SC Heerenveen,Go Ahead Eagles,1,Directed
SC Heerenveen,Górnik Zabrze,1,Directed
SC Heerenveen,HNK Rijeka,1,Directed
SC Heerenveen,Hanoi FC,1,Directed
SC Heerenveen,KRC Genk,1,Directed
SC Heerenveen,Kasimpasa,1,Directed
SC Heerenveen,Malmö FF,1,Directed
SC Heerenveen,Manchester City,1,Directed
SC Heerenveen,NAC Breda,1,Directed
SC Heerenveen,NEC Nijmegen,1,Directed
SC Heerenveen,PEC Zwolle,1,Directed
SC Heerenveen,River Plate,1,Directed
SC Heerenveen,SV Straelen,1,Directed
SC Heerenveen,Swansea City,1,Directed
SC Heerenveen,Tromsø IL,1,Directed
SC Heerenveen,US Sassuolo,1,Directed
SC Heerenveen,Viking FK,1,Directed
SC Heerenveen,Zulte Waregem,1,Directed
SC Heerenveen,Örebro SK,1,Directed
SC Paderborn,Energie Cottbus,1,Directed
SC Paderborn,FC Metz,1,Directed
SC Paderborn,Grasshoppers,1,Directed
SC Paderborn,Hansa Rostock,1,Directed
SC Paderborn,Hertha BSC,1,Directed
SC Paderborn,Huddersfield Town,1,Directed
SC Paderborn,KFC Uerdingen,1,Directed
SC Paderborn,MSV Duisburg,1,Directed
SC Paderborn,Norwich,1,Directed
SC Paderborn,Spfr. Siegen,1,Directed
SC Paderborn,Vålerenga,1,Directed
SD Eibar,AC Fiorentina,1,Directed
SD Eibar,Alcorcón,1,Directed
SD Eibar,CD Leganés,1,Directed
SD Eibar,CD Vitoria,1,Directed
SD Eibar,Cádiz CF,1,Directed
SD Eibar,Dinamo Zagreb,1,Directed
SD Eibar,FC Barcelona,1,Directed
SD Eibar,FC Dinamo,1,Directed
SD Eibar,Newcastle United,1,Directed
SD Eibar,Oviedo Vetusta,1,Directed
SD Eibar,Real Betis,1,Directed
SD Eibar,Real Sociedad,1,Directed
SD Eibar,UD Las Palmas,1,Directed
SD Eibar,Vitória SC,1,Directed
SD Huesca,CD Leganés,1,Directed
SD Huesca,Everton,1,Directed
SD Huesca,Girona FC,1,Directed
SD Huesca,Independiente,1,Directed
SD Huesca,SS Lazio,1,Directed
SD Huesca,Schalke 04,1,Directed
SD Huesca,Sporting CP,1,Directed
SD Huesca,VfB Stuttgart,1,Directed
SL Benfica,AS Monaco,1,Directed
SL Benfica,Al-Ain FC,1,Directed
SL Benfica,Borussia Dortmund,1,Directed
SL Benfica,FC Barcelona,1,Directed
SL Benfica,Feyenoord Rotterdam,1,Directed
SL Benfica,Fluminense,1,Directed
SL Benfica,Grêmio,1,Directed
SL Benfica,KAA Gent,1,Directed
SL Benfica,Manchester City,1,Directed
SL Benfica,Marítimo,1,Directed
SL Benfica,Montpellier HSC,1,Directed
SL Benfica,Moreirense FC,1,Directed
SL Benfica,Nordsjaelland,1,Directed
SL Benfica,Olympique Marseille,1,Directed
SL Benfica,Paris Saint-Germain,1,Directed
SL Benfica,Real Madrid,1,Directed
SL Benfica,River Plate,1,Directed
SL Benfica,Rosenborg,1,Directed
SL Benfica,SC Freiburg,1,Directed
SL Benfica,SSC Napoli,1,Directed
SL Benfica,SZ FC,1,Directed
SL Benfica,Santos FC,1,Directed
SL Benfica,Shakhtar D.,1,Directed
SL Benfica,Slavia Prague,1,Directed
SL Benfica,Torino FC,1,Directed
SL Benfica,Tottenham Hotspur,1,Directed
SL Benfica,UD Almería,1,Directed
SL Benfica,VfL Wolfsburg,1,Directed
SL Benfica,Vitória Setúbal FC,1,Directed
SL Benfica,Wolverhampton Wanderers,1,Directed
SPAL,AC Fiorentina,1,Directed
SPAL,Al-Ahli SFC,1,Directed
SPAL,Chievo Verona,1,Directed
SPAL,Club Brugge,1,Directed
SPAL,Novara,1,Directed
SPAL,Padova,1,Directed
SPAL,RB Salzburg,1,Directed
SPAL,SS Lazio,1,Directed
SPAL,SSC Napoli,1,Directed
SPAL,Sampdoria,1,Directed
SPAL,Torino FC,1,Directed
SPAL,US Sassuolo,1,Directed
SS Lazio,AS Roma,1,Directed
SS Lazio,Apol. Limassol,1,Directed
SS Lazio,Celaya,1,Directed
SS Lazio,Chievo Verona,1,Directed
SS Lazio,Cukaricki,1,Directed
SS Lazio,FC Copenhagen,1,Directed
SS Lazio,Fenerbahce,1,Directed
SS Lazio,Girondins de Bordeaux,1,Directed
SS Lazio,Granada CF,1,Directed
SS Lazio,Inter Milan,1,Directed
SS Lazio,Juventus,1,Directed
SS Lazio,Manchester United,1,Directed
SS Lazio,Málaga CF,1,Directed
SS Lazio,Piast Gliwice,1,Directed
SS Lazio,SD Eibar,1,Directed
SS Lazio,SSC Napoli,1,Directed
SS Lazio,Shakhtar D.,1,Directed
SS Lazio,Southampton FC,1,Directed
SS Lazio,Spezia Calcio,1,Directed
SS Lazio,Sporting CP,1,Directed
SS Lazio,Virtus Entella,1,Directed
SS Lazio,West Ham United,1,Directed
SSC Napoli,Arsenal,1,Directed
SSC Napoli,Atalanta BC,1,Directed
SSC Napoli,Brighton & Hove Albion,1,Directed
SSC Napoli,Catanzaro,1,Directed
SSC Napoli,Celta de Vigo,1,Directed
SSC Napoli,Chelsea FC,1,Directed
SSC Napoli,Dinamo Batumi,1,Directed
SSC Napoli,Empoli FC,1,Directed
SSC Napoli,Getafe,1,Directed
SSC Napoli,LOSC Lille,1,Directed
SSC Napoli,Manchester United,1,Directed
SSC Napoli,PSV Eindhoven,1,Directed
SSC Napoli,RB Leipzig,1,Directed
SSC Napoli,Sampdoria,1,Directed
SSC Napoli,Torino FC,1,Directed
SSC Napoli,US Sassuolo,1,Directed
SSC Napoli,V. Francavilla,1,Directed
Salernitana,AC Fiorentina,1,Directed
Salernitana,AS Roma,1,Directed
Salernitana,América,1,Directed
Salernitana,Angers SCO,1,Directed
Salernitana,Ascoli,1,Directed
Salernitana,Chievo Verona,1,Directed
Salernitana,Corinthians,1,Directed
Salernitana,ES Sahel,1,Directed
Salernitana,FC Metz,1,Directed
Salernitana,Hertha BSC,1,Directed
Salernitana,Juventus,1,Directed
Salernitana,Krasnodar,1,Directed
Salernitana,LOSC Lille,1,Directed
Salernitana,Livorno,1,Directed
Salernitana,Montpellier HSC,1,Directed
Salernitana,OGC Nice,1,Directed
Salernitana,Pescara,1,Directed
Salernitana,RCD Espanyol,1,Directed
Salernitana,Sanfeliciana,1,Directed
Salernitana,Seregno,1,Directed
Salernitana,Sheffield United,1,Directed
Salernitana,Spezia Calcio,1,Directed
Salernitana,Torino FC,1,Directed
Salernitana,Triestina,1,Directed
Salernitana,U. Católica,1,Directed
Salernitana,Udinese Calcio,1,Directed
Salernitana,Ural Yekaterinburg,1,Directed
Salernitana,Villarreal CF,1,Directed
Salernitana,Watford,1,Directed
Sampdoria,AC Fiorentina,1,Directed
Sampdoria,AC Milan,1,Directed
Sampdoria,AS Monaco,1,Directed
Sampdoria,Boca Juniors,1,Directed
Sampdoria,Bologna FC 1909,1,Directed
Sampdoria,Cavese,1,Directed
Sampdoria,Club Brugge,1,Directed
Sampdoria,Deportivo Lara,1,Directed
Sampdoria,Dynamo Kyiv,1,Directed
Sampdoria,FC Groningen,1,Directed
Sampdoria,Fermana,1,Directed
Sampdoria,Leicester City,1,Directed
Sampdoria,Nordsjaelland,1,Directed
Sampdoria,Parma Calcio,1,Directed
Sampdoria,Pescara,1,Directed
Sampdoria,Pisa,1,Directed
Sampdoria,SC Heerenveen,1,Directed
Sampdoria,Sangiovannese,1,Directed
Sampdoria,Tottenham Hotspur,1,Directed
Sampdoria,US Cremonese,1,Directed
Sampdoria,Venezia FC,1,Directed
Sampdoria,Virtus Verona,1,Directed
Sampdoria,Watford,1,Directed
Sampdoria,Zenit Saint Petersburg,1,Directed
Samsunspor,1. FC Köln,1,Directed
Samsunspor,1. FC Union Berlin,1,Directed
Samsunspor,FC Porto,1,Directed
Samsunspor,Lech Poznan,1,Directed
Samsunspor,Middlesbrough FC,1,Directed
Samsunspor,RFC Seraing,1,Directed
Samsunspor,Swansea City,1,Directed
Santa Clara,Al-Wahda FC,1,Directed
Santa Clara,Amora FC,1,Directed
Santa Clara,CSKA-Sofia,1,Directed
Santa Clara,Coimbra,1,Directed
Santa Clara,Criciúma EC,1,Directed
Santa Clara,Dep. La Coruña,1,Directed
Santa Clara,Dunajska Streda,1,Directed
Santa Clara,FC Porto,1,Directed
Santa Clara,FC Tokyo,1,Directed
Santa Clara,FC Twente,1,Directed
Santa Clara,FCSB,1,Directed
Santa Clara,Fafe,1,Directed
Santa Clara,Flamengo,1,Directed
Santa Clara,GD Chaves,1,Directed
Santa Clara,Kashima Antlers,1,Directed
Santa Clara,Kawasaki Front.,1,Directed
Santa Clara,Leones FC,1,Directed
Santa Clara,Liverpool FC,1,Directed
Santa Clara,Mafra,1,Directed
Santa Clara,Mazatlán FC,1,Directed
Santa Clara,Mirandela,1,Directed
Santa Clara,Málaga CF,1,Directed
Santa Clara,Olimpia,1,Directed
Santa Clara,Panetolikos,1,Directed
Santa Clara,Paykan FC,1,Directed
Santa Clara,Penafiel,1,Directed
Santa Clara,SV Ried,1,Directed
Santa Clara,Santa Cruz,1,Directed
Santa Clara,Sepahan,1,Directed
Santa Clara,Sport Huancayo,1,Directed
Santa Clara,Sporting CP,1,Directed
Santa Clara,São Bernardo-SP,1,Directed
Santa Clara,Trofense,1,Directed
Santa Clara,Vasco da Gama,1,Directed
Santa Clara,Villarreal CF,1,Directed
Santa Clara,Vitória SC,1,Directed
Santa Clara,Wolverhampton Wanderers,1,Directed
